Date,Property,Unit,Category,Amount,Paid?,Vendor,Notes
"Mar 31, 2025",Leslieville Fourplex,Unit 2,Plumbing,456.02,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-03-11,Parkdale Walk-Up,Unit 3,Snow Removal,108.04,Y,Snowline Property Services,Salted front steps
09/03/2025  ,Leslieville Fourplex,Common area,Plumbing,303.23,Yes,Beaches Plumbing Co.,Cleared bathroom drain
2025-03-10,Leslieville Fourplex,Unit 4,Pest Control,$268.71,Y,Queen West Pest Control,"Mice treatment, basement"
2025-03-03,East York Low-Rise,Unit 101,Appliance,208.46,Y,Riverdale Appliance Repair,Stove element replaced
"Mar 30, 2025",East York Low-Rise,Unit 114,Snow Removal,157.60,Y,Snowline Property Services,Walkway and steps cleared
2025-03-18,Danforth Triplex,Upper,Appliance,356.28,N,Riverdale Appliance Repair,Stove element replaced
2025-03-09,Leslieville Fourplex,Unit 1,Snow Removal,89.49,Y,Snowline Property Services,Walkway and steps cleared
27/03/2025,Leslieville Fourplex,Unit 4,Pest Control,201.40,Yes,Queen West Pest Control,"Mice treatment, basement"
2025-03-09,Parkdale Walk-Up,Unit 8,Pest Control,257.55,N,Queen West Pest Control,"Mice treatment, basement"
2025-03-12,East York Low-Rise,Unit 112,Electrical,599.99,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-03-21, Leslieville Fourplex ,Unit 3,Electrical,-520.54,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-03-30,Leslieville Fourplex,Unit 3,heating,469.27,Y,Don Valley HVAC,Bled radiators
2025-03-24,Danforth Triplex,Lower,CLEANING,200.67,Y,Greenwood Cleaning,Turnover clean
2025-03-17,Parkdale Walk-Up,Unit 2,Landscaping,334.98,Y,Greenwood Cleaning  ,Lawn cut and edging
2025-03-22,Junction Six-Plex,Unit 4,electrical,400.56,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-03-13,East York Low-Rise,Unit 101,Cleaning,75.11,Y,Greenwood Cleaning,Turnover clean
2025-03-03,East York Low-Rise,Unit 114,Heating,704.59,Y,Don Valley HVAC,Furnace service
06/03/2025,Parkdale Walk-Up,Unit 11,Appliance,278,Yes,Riverdale Appliance Repair,Dryer belt replaced
15/03/2025,Danforth Triplex,Upper,Heating,441.66,Y,Don Valley HVAC,Boiler pressure reset
2025-03-26,Danforth Triplex,Upper,Plumbing,403.51,Yes,Beaches Plumbing Co.,Cleared bathroom drain
2025-03-27,Junction Six-Plex,Unit 3, Electrical ,436.72,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2025-03-25,Junction Six-Plex,Unit 6,Heating,551.21,Y,Don Valley HVAC,Boiler pressure reset
30/03/2025,Danforth Triplex,Common area,Cooling,512.42,N, Don Valley HVAC,Window unit replaced
2025-03-20,Danforth Triplex,Lower,Heating,294.08,Yes,Don Valley HVAC,Boiler pressure reset
2025-03-20,Danforth Triplex,Lower,Heating,294.08,Yes,Don Valley HVAC,Boiler pressure reset
2025-03-14,Leslieville Fourplex,Unit 3,Snow Removal,$270.72,N,Snowline Property Services,Salted front steps  
2025-03-19,Danforth Triplex,Lower,Pest Control,187.68,TRUE,Queen West Pest Control,"Mice treatment, basement"
"Mar 4, 2025",Danforth Triplex,Main,Cleaning,,TRUE,Greenwood Cleaning,Turnover clean
2025-03-14,Leslieville Fourplex,Unit 2,Appliance,308.32,Y,Riverdale Appliance Repair,Stove element replaced
2025-03-28,Leslieville Fourplex,Unit 2,ELECTRICAL,370.82,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-03-19,Junction Six-Plex,Unit 6,Landscaping,$293.98,TRUE,Greenwood Cleaning,Lawn cut and edging
2025-03-21,Leslieville Fourplex,Unit 3,Cleaning,168.30,Yes,Greenwood Cleaning,Common area clean
2025-03-24  ,Parkdale Walk-Up,Common area,Electrical,219.67,Y,Leslieville Electric Ltd,Swapped hallway light fixture
11/03/2025,Leslieville Fourplex,Unit 1,Pest Control,204.11,no,Queen West Pest Control,"Mice treatment, basement"
27/03/2025,East York Low-Rise,Unit 107,HEATING,452.90,Y,Don Valley HVAC,Furnace service
2025-03-06,Danforth Triplex,Lower,Cleaning,151.43,Y,Greenwood Cleaning,Common area clean
2025-03-09,Danforth Triplex,Upper,Heating,655.85,yes,Don Valley HVAC,Replaced furnace igniter
2025-03-17,Leslieville Fourplex,Unit 1,ELECTRICAL,$488.39,Y,Leslieville Electric Ltd,Swapped hallway light fixture
"Mar 19, 2025",Leslieville Fourplex,Unit 4,Heating,362.83,Y,Don Valley HVAC,Replaced furnace igniter
2025-03-08,Junction Six-Plex,Unit 5,Heating,645.79,Yes,Don Valley HVAC,Furnace service
2025-03-11,Junction Six-Plex,Unit 6,Appliance,229.30,Y,Riverdale Appliance Repair,Fridge not cooling
2025-04-02,Danforth Triplex,Main,Rent,2315,Y,,
2025-04-01,Danforth Triplex,Upper, Rent ,2585.00,yes,,
2025-04-03,Danforth Triplex,Lower,Rent,"$1,777.00",Yes,,
2025-04-01,Leslieville Fourplex,Unit 1,Rent,2046.00,N,,
2025-04-01,Leslieville Fourplex,Unit 2,Rent,2100.00,Y,,
2025-04-05,Leslieville Fourplex,Unit 3,Rent,2208.00,Y,,
2025/04/01,Leslieville Fourplex,Unit 4,Rent,2423.00,Yes,,
2025-04-05,Parkdale Walk-Up,Unit 1,Rent,1669.00,Y,,
2025-04-05,Parkdale Walk-Up,Unit 2,Rent,1718,Y,,
2025-04-02,Parkdale Walk-Up,Unit 3,Rent,TBD,Yes,,
2025-04-03,Parkdale Walk-Up,Unit 4,Rent,1815,Y,,
2025-04-05,Parkdale Walk-Up,Unit 5,Rent,1863,Yes,,
2025-04-03,Parkdale Walk-Up,Unit 6,Rent,1911,Y,,
01/04/2025, Parkdale Walk-Up ,Unit 7,Rent,1960.00,Y,,
2025-04-01,parkdale walk-up,Unit 8,Rent,"$2,008.00",TRUE,,
01/04/2025,Parkdale Walk-Up,Unit 9,Rent,2057,N,,
2025-04-03,Parkdale Walk-Up,Unit 10,Rent,2105.00,Y,,
2025-04-03,Parkdale Walk-Up,Unit 11,Rent,2154.00,Y,,
2025-04-03,Parkdale Walk-Up,Unit 12,Rent,"$2,202.00",Y,,
 2025-04-02,Junction Six-Plex,Unit 1,Rent,1885.00,Y,,
2025-04-01,Junction Six-Plex,Unit 2,Rent,1938.00,Y,,
2025/04/01,Junction Six-Plex,Unit 3,Rent,"$1,992.00",Y,,
2025-04-05,Junction Six-Plex,Unit 4,Rent,2046,Y,,
2025-04-01,Junction Six-Plex,Unit 5,Rent,"$2,154.00",Y,,
2025-04-01,Junction Six-Plex,Unit 6,Rent,2261,Yes,,
2025-04-01,East York Low-Rise,Unit 101,Rent,1992.00,Yes,,
"Apr 3, 2025",East York Low-Rise,Unit 102,Rent,2025,Y,,
2025-04-02,EAST YORK LOW-RISE,Unit 103,Rent,2057,Y,,
2025-04-05,East York Low-Rise,Unit 104,Rent,2089,N,,
2025-04-01,East York Low-Rise,Unit 105,Rent,2121.00,Y,,
2025-04-01,East York Low-Rise,Unit 106,Rent,2154.00,yes,,
2025-04-01,East York Low-Rise,Unit 107,Rent,1992.00,no,,
2025-04-01,East York Low-Rise,Unit 108,Rent,2025,N,,
2025-04-01,East York Low-Rise,Unit 109,Rent,2057,Y,,
02/04/2025,East York Low-Rise,Unit 110,Rent,2089,Y,,
2025-04-05,East York Low-Rise,Unit 111,Rent,"$2,121.00",Y,,
"Apr 1, 2025",east york low-rise,Unit 112,Rent,2154.00,Y,,
2025-04-01,East York Low-Rise,Unit 113,Rent,1992,Y,,
2025-04-03  ,East York Low-Rise,Unit 114,Rent,2025,Y,,
2025-04-05,East York Low-Rise,Unit 115,Rent,2057.00,Y,,
02/04/2025,East York Low-Rise,Unit 116,Rent,2089.00,Y,,
2025-04-03,East York Low-Rise,Unit 117,Rent,2121,Y,,
01/04/2025,East York Low-Rise,Unit 118,Rent,"$2,154.00",Y,,
2025-04-21,East York Low-Rise,Unit 109,plumbing,273.58,Y,Beaches Plumbing Co.,Cleared bathroom drain
04/04/2025,Danforth Triplex,Lower,Appliance,306.28,yes,Riverdale Appliance Repair,Fridge not cooling
2025-04-13,East York Low-Rise,Common area,Electrical,384.47,Yes,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
"Apr 19, 2025",East York Low-Rise,Unit 117,Pest Control,295.60,Y,Queen West Pest Control,Follow-up treatment
"Apr 25, 2025",Leslieville Fourplex,Unit 4,Plumbing,459.38,Y,Beaches Plumbing Co.,Fixed running toilet
07/04/2025,Danforth Triplex,Main,Plumbing,461.89,Y,Beaches Plumbing Co.,Replaced shut-off valve
2025/04/09,Leslieville Fourplex,Unit 2,Landscaping,273.14,no,Greenwood Cleaning,Lawn cut and edging
2025-04-30,Parkdale Walk-Up,Unit 12,Electrical,522.04,TRUE,Leslieville Electric Ltd,Replaced GFCI outlet
2025-04-13,Junction Six-Plex,Unit 3,Plumbing,442.02,Yes, Beaches Plumbing Co.,Cleared bathroom drain  
26/04/2025,East York Low-Rise,Unit 112,Snow Removal,139.36,Y,Snowline Property Services,Salted front steps
2025-04-12,Junction Six-Plex,Unit 6,Electrical,497.60,Y,Leslieville Electric Ltd,Replaced GFCI outlet
 2025-04-05,East York Low-Rise,Unit 103,Plumbing,273.30,N,Beaches Plumbing Co.,Replaced shut-off valve
2025-04-20,East York Low-Rise,Unit 115,Cooling,531.76,Y,Don Valley HVAC,Window unit replaced
2025-04-16,Leslieville Fourplex,Common area,Pest Control,292.39,Y,Queen West Pest Control,Follow-up treatment
17/04/2025, Junction Six-Plex ,Unit 4,Pest Control,224.58,Y,Queen West Pest Control,"Mice treatment, basement"
2025-04-24,LESLIEVILLE FOURPLEX,Unit 3, Plumbing ,$354.63,Yes, Beaches Plumbing Co.,Replaced shut-off valve
2025-04-20,Parkdale Walk-Up,Unit 12,Pest Control,321.37,Yes,Queen West Pest Control,"Mice treatment, basement"
2025-04-28,Danforth Triplex,Main,Heating,243.80,N,Don Valley HVAC,Replaced furnace igniter
"Apr 18, 2025",Parkdale Walk-Up,Unit 3,Plumbing,267.26,Y,Beaches Plumbing Co.,Fixed running toilet
12/04/2025,Parkdale Walk-Up,Unit 2,Plumbing,334.78,Y,Beaches Plumbing Co.,Fixed running toilet
2025-04-11,Danforth Triplex,Lower,Cleaning,127.60,Y,Greenwood Cleaning,Common area clean
2025-04-23,East York Low-Rise,Unit 101,Cooling,176.38,Y,Don Valley HVAC,Window unit replaced
2025-04-06,Parkdale Walk-Up,Unit 4,Cleaning,N/A,yes,Greenwood Cleaning,Turnover clean
2025-04-26,Leslieville Fourplex,Unit 3,Electrical,783.94,No,Leslieville Electric Ltd,Replaced GFCI outlet
2025-04-05,East York Low-Rise,Unit 113,Electrical,699.41,Y,Leslieville Electric Ltd," Breaker tripping, traced to dryer"
2025/04/01, East York Low-Rise ,Unit 105,Plumbing,241.04,Y,Beaches Plumbing Co.  ,Fixed running toilet
20/04/2025,Leslieville Fourplex,Unit 4,Electrical,567.79,Y,Leslieville Electric Ltd,Replaced GFCI outlet
20/04/2025,East York Low-Rise,Unit 117, Landscaping ,$166.66,Yes, Greenwood Cleaning,Lawn cut and edging
2025/04/16,Danforth Triplex,Main,Pest Control,282.28,Y,Queen West Pest Control,"Mice treatment, basement"
2025-04-11,Parkdale Walk-Up,Unit 1,Pest Control,216.99,Y,Queen West Pest Control,Follow-up treatment
01/04/2025,Junction Six-Plex,Unit 1,Electrical,534.08,TRUE,Leslieville Electric Ltd,Replaced GFCI outlet
20/04/2025,Junction Six-Plex,Unit 4,Pest Control,365.23,Y,Queen West Pest Control,Follow-up treatment
2025/04/29,Leslieville Fourplex,Common area,plumbing,482.57,Y,Beaches Plumbing Co.,Fixed running toilet
2025/04/29,Leslieville Fourplex,Common area,plumbing,482.57,Y,Beaches Plumbing Co.,Fixed running toilet
26/04/2025,Leslieville Fourplex,Unit 2,Electrical,440.87,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-04-15,Leslieville Fourplex,Unit 4,Plumbing,389.83,Y,Beaches Plumbing Co.,Cleared bathroom drain
2025/04/08,leslieville fourplex,Unit 2,Electrical,242.32,N,Leslieville Electric Ltd,Replaced GFCI outlet
2025-04-19,PARKDALE WALK-UP,Unit 8,Cleaning,213.73,no,Greenwood Cleaning,Turnover clean
2025-04-19,Parkdale Walk-Up,Unit 3,Appliance,254.73,TRUE,Riverdale Appliance Repair,Dryer belt replaced
2025-05-03,Danforth Triplex,Main,Rent,2315,yes,,
01/05/2025  ,Danforth Triplex,Upper,Rent,2585,Y,,
2025-05-02,Danforth Triplex,Lower,Rent,1777.00,Y,,
2025-05-01,Leslieville Fourplex,Unit 1,Rent,2046.00,Y,,
2025-05-03  ,Leslieville Fourplex,Unit 2,Rent,2100,Y,,
2025-05-02, Leslieville Fourplex ,Unit 3,Rent,2208.00,Y,,
2025-05-03,Leslieville Fourplex,Unit 4,Rent,2423.00,Y,,
2025-05-01,Parkdale Walk-Up,Unit 1,Rent,1669,Y,,
2025-05-03,Parkdale Walk-Up,Unit 2,Rent,1718.00,Y,,
2025/05/01,Parkdale Walk-Up,Unit 3,Rent,"$1,766.00",Y,,
03/05/2025,Parkdale Walk-Up,Unit 4,Rent,1815.00,Yes,,
2025-05-05,Parkdale Walk-Up,Unit 5,Rent,1863.00,Y,,
2025-05-01,Parkdale Walk-Up,Unit 6,Rent,1911.00,Y,,
2025-05-01,Parkdale Walk-Up,Unit 7,Rent,1960.00,TRUE,,
"May 1, 2025",Parkdale Walk-Up,Unit 8,Rent,2008,Y,,
2025-05-01,Parkdale Walk-Up,Unit 9,Rent,2057.00,TRUE,,
2025-05-01,Parkdale Walk-Up,Unit 10,Rent,2105,Y,,
2025-05-03,Parkdale Walk-Up,Unit 11,Rent,2154.00,yes,,
2025-05-01, Parkdale Walk-Up ,Unit 12,Rent,2202,Y,,
2025-05-01, Junction Six-Plex ,Unit 1,Rent,1885.00,Y,,
2025/05/01,Junction Six-Plex,Unit 2,Rent,1938.00,yes,,
2025-05-01,Junction Six-Plex,Unit 3,Rent,1992,Y,,
2025-05-02,Junction Six-Plex,Unit 4,Rent,2046.00,Y,,
2025-05-03,Junction Six-Plex,Unit 5,Rent,2154,Yes,,
2025/05/05,Junction Six-Plex,Unit 6,Rent,2261.00,Yes,,
2025-05-03,East York Low-Rise,Unit 101,Rent,1992,Yes,,
2025-05-02,East York Low-Rise,Unit 102,Rent,2025.00,Y,,
2025-05-01,East York Low-Rise,Unit 103,Rent,2057,Yes,,
01/05/2025,East York Low-Rise,Unit 104,Rent,2089,Y,,
2025-05-03,East York Low-Rise,Unit 105,Rent,2121.00,Yes,,
02/05/2025,East York Low-Rise,Unit 106,Rent,2154,Y,,
2025-05-03,East York Low-Rise,Unit 107,Rent,1992.00,Yes,,
2025-05-02,East York Low-Rise,Unit 108,Rent,2025.00,Y,,
2025-05-01,East York Low-Rise,Unit 109,Rent,2057,Yes,,
2025-05-01,East York Low-Rise,Unit 110,Rent,2089,Y,,
2025-05-03,East York Low-Rise,Unit 111,Rent,2121.00,Y,,
2025-05-02,East York Low-Rise,Unit 112,Rent,2154.00,Y,,
2025-05-01,East York Low-Rise,Unit 113,Rent,1992,Y,,
2025-05-02,East York Low-Rise,Unit 114,Rent,2025.00,Y,,
2025-05-01,East York Low-Rise,Unit 115,Rent,2057.00,Yes,,
2025-05-01,East York Low-Rise,Unit 116,Rent,2089.00,TRUE,,
2025-05-01,East York Low-Rise,Unit 117,Rent,2121,Y,,
2025-05-02,East York Low-Rise,Unit 118,Rent,2154,Yes,,
2025-05-03  ,danforth triplex,Common area,Cleaning,175.53,Y,Greenwood Cleaning,Common area clean
2025-05-14,Leslieville Fourplex,Unit 1,Cleaning,183.50,Y,Greenwood Cleaning,Turnover clean
2025-05-11,Danforth Triplex,Upper,Cleaning,176.05,Yes,Greenwood Cleaning  ,Common area clean
2025-05-22,Parkdale Walk-Up,Unit 3,Snow Removal,121.13,Y,Snowline Property Services,Salted front steps
2025-05-26,East York Low-Rise,Unit 118,Electrical,429.77,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-05-19,East York Low-Rise,Unit 118,Appliance,181.45,Yes,Riverdale Appliance Repair,Dryer belt replaced
2025-05-12,East York Low-Rise,Unit 109,Appliance,318.33,N,Riverdale Appliance Repair,Fridge not cooling
2025-05-09,Leslieville Fourplex,Unit 4,Plumbing,263.73,No,Beaches Plumbing Co.,Replaced shut-off valve
2025-05-13,Parkdale Walk-Up,Unit 4,Pest Control,287.75,Y,Queen West Pest Control, Follow-up treatment
2025-05-22,East York Low-Rise,Unit 108,Appliance,233.93,yes,Riverdale Appliance Repair,Dryer belt replaced
2025-05-20,Danforth Triplex,Lower,Landscaping,191.54,Y,Greenwood Cleaning,Lawn cut and edging
2025-05-16,Danforth Triplex,Upper,Plumbing,$394.03,Y,Beaches Plumbing Co.,Fixed running toilet
2025-05-17,Junction Six-Plex,Unit 1, Appliance ,333.65,yes,Riverdale Appliance Repair,Fridge not cooling
2025-05-24,Parkdale Walk-Up,Unit 11,Pest Control,368.34,Y,Queen West Pest Control,"Mice treatment, basement"
2025-05-25,Parkdale Walk-Up,Unit 12,Landscaping,113.34,Y,Greenwood Cleaning,Lawn cut and edging
"May 27, 2025",Danforth Triplex,Common area,Pest Control,159.48,Y,Queen West Pest Control,Follow-up treatment
2025-05-17,east york low-rise,Unit 114,appliance,376.85,Y,Riverdale Appliance Repair,Fridge not cooling
2025-05-25,Leslieville Fourplex,Common area,Appliance,$224.09,Y,Riverdale Appliance Repair,Stove element replaced
2025-05-15,Parkdale Walk-Up,Unit 12, Electrical ,550.33,Y,Leslieville Electric Ltd,Swapped hallway light fixture  
2025-05-03,Leslieville Fourplex,Unit 3,Cleaning,125.07,TRUE,Greenwood Cleaning,Common area clean
2025-05-07,East York Low-Rise,Unit 107,Landscaping,370.35,Y,Greenwood Cleaning,Lawn cut and edging
2025-05-03,Junction Six-Plex,Unit 5,Appliance,373.13,Y,Riverdale Appliance Repair,Dryer belt replaced
10/05/2025,Danforth Triplex,Common area,Plumbing,157.68,TRUE,Beaches Plumbing Co.,Fixed running toilet
2025-05-13,Danforth Triplex,Common area,Cleaning,188.19,TRUE, Greenwood Cleaning,Common area clean
25/05/2025,Leslieville Fourplex,Unit 1,Electrical,575.31,Y,Leslieville Electric Ltd,Replaced GFCI outlet
"May 9, 2025",Parkdale Walk-Up,Unit 4,Plumbing,325.52,Y,Beaches Plumbing Co., Replaced kitchen faucet cartridge
2025-05-29,Junction Six-Plex,Unit 4,Plumbing,404.42,Y,Beaches Plumbing Co.,Replaced shut-off valve
2025-05-24,Junction Six-Plex,Unit 3,Electrical,557.40,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-05-24,Junction Six-Plex,Unit 3,Electrical,557.40,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2025-05-29,Parkdale Walk-Up,Unit 3,Landscaping,178.89,Y,Greenwood Cleaning,Lawn cut and edging
2025-05-19,Leslieville Fourplex,Unit 2,ELECTRICAL,524.33,Yes,Leslieville Electric Ltd,Swapped hallway light fixture
2025-05-25,Leslieville Fourplex,Unit 2,Cleaning,200.05,Y,Greenwood Cleaning,Turnover clean
2025-05-09,Leslieville Fourplex,Unit 2,PEST CONTROL,211.82,Yes,Queen West Pest Control,"Mice treatment, basement"
2025-05-19,Parkdale Walk-Up,Unit 10,Plumbing,636.54,Yes,Beaches Plumbing Co.,Fixed running toilet  
2025-05-30,Parkdale Walk-Up,Unit 12,Pest Control,151.53,Y,Queen West Pest Control,Follow-up treatment
05/05/2025,Danforth Triplex,Main,Appliance,321.17,TRUE,Riverdale Appliance Repair, Fridge not cooling
2025-05-08,Danforth Triplex,Lower,Appliance,476.30,N,Riverdale Appliance Repair,Dryer belt replaced
2025-05-20,Junction Six-Plex,Unit 6,Landscaping,292.71,Y, Greenwood Cleaning,Leaf cleanup
13/05/2025,Leslieville Fourplex,Unit 4,Appliance,422.72,TRUE,Riverdale Appliance Repair,Stove element replaced
2025-05-30,Leslieville Fourplex,Unit 2,Electrical,358.39,Y, Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2025-05-08,Danforth Triplex,Upper,Pest Control,275.97,Y,Queen West Pest Control,"Mice treatment, basement"
2025-05-23,East York Low-Rise,Unit 111,Pest Control,70.39,Y,Queen West Pest Control,"Mice treatment, basement"
2025-05-29,Danforth Triplex,Upper,CLEANING,$84.63,Y,Greenwood Cleaning,Common area clean
2025-05-14,Leslieville Fourplex,Unit 2,Plumbing,313.51,Yes,Beaches Plumbing Co.,Fixed running toilet
2025-05-14,Danforth Triplex,Main,Cleaning,129.16,Y,Greenwood Cleaning,Common area clean
2025-06-02,Danforth Triplex,Main,Rent,2315,Y,,
2025-06-05,Danforth Triplex,Upper,Rent,2585,Y,,
"Jun 3, 2025",Danforth Triplex,Lower,Rent,1777,Yes,,
"Jun 1, 2025",Leslieville Fourplex,Unit 1,Rent,TBD,Y,,
2025-06-05,Leslieville Fourplex,Unit 2,Rent,2100.00,Y,,
2025-06-01,Leslieville Fourplex,Unit 3,Rent,2208,yes,,
2025-06-01,Leslieville Fourplex,Unit 4,Rent,2423.00,Y,,
2025-06-02,parkdale walk-up,Unit 1,Rent,1669.00,Y,,
2025-06-05,PARKDALE WALK-UP,Unit 2,Rent,1718,Y,,
2025-06-05,parkdale walk-up,Unit 3,Rent,1766,FALSE,,
2025-06-01  ,Parkdale Walk-Up,Unit 4,Rent,1815.00,yes,,
"Jun 2, 2025",Parkdale Walk-Up,Unit 5,Rent,1863,no,,
2025-06-01,Parkdale Walk-Up,Unit 6,Rent,1911.00,Y,,
2025-06-03,Parkdale Walk-Up,Unit 7,Rent,1960,Y,,
03/06/2025,Parkdale Walk-Up,Unit 8,Rent,2008.00,Yes,,
2025-06-01,Parkdale Walk-Up,Unit 9,Rent,2057.00,Yes,,
2025-06-02,Parkdale Walk-Up,Unit 10,Rent,2105.00,Y,,
2025-06-03,Parkdale Walk-Up,Unit 11,Rent,2154,Yes,,
05/06/2025,Parkdale Walk-Up,Unit 12,Rent,2202.00,Y,,
2025-06-01,Junction Six-Plex,Unit 1,Rent,1885.00,Yes,,
2025-06-05,Junction Six-Plex,Unit 2,Rent,1938,Y,,
"Jun 2, 2025",Junction Six-Plex,Unit 3,Rent,1992.00,Y,,
2025-06-02,Junction Six-Plex,Unit 4,Rent,2046.00,No,,
"Jun 1, 2025",Junction Six-Plex,Unit 5,Rent,2154,Yes,,
2025-06-02,Junction Six-Plex,Unit 6,Rent,2261.00,Yes,,
2025-06-01,East York Low-Rise,Unit 101,Rent,1992,Y,,
2025-06-01,East York Low-Rise,Unit 102,Rent,2025,Y,,
01/06/2025,East York Low-Rise,Unit 103,Rent,2057.00,Y,,
01/06/2025,East York Low-Rise,Unit 104,Rent,2089.00,Y,,
2025-06-05,East York Low-Rise,Unit 105,Rent,2121.00,Y,,
2025-06-01,East York Low-Rise,Unit 106,Rent,2154.00,Y,,
"Jun 2, 2025",East York Low-Rise,Unit 107,Rent,1992.00,Y,,
2025-06-02,East York Low-Rise,Unit 108,Rent,2025,yes,,
2025-06-01,East York Low-Rise,Unit 109,Rent,2057.00,yes,,
2025-06-01,East York Low-Rise,Unit 110,Rent,2089.00,Y,,
05/06/2025,East York Low-Rise,Unit 111,Rent,2121,yes,,
2025-06-01,East York Low-Rise,Unit 112,Rent,2154,No,,
2025-06-05,EAST YORK LOW-RISE,Unit 113,Rent,1992,Y,,
 2025/06/02,East York Low-Rise,Unit 114,Rent,2025,N,,
2025-06-01,East York Low-Rise,Unit 115,Rent,2057.00,Y,,
2025-06-03,EAST YORK LOW-RISE,Unit 116,Rent,2089,yes,,
"Jun 2, 2025",East York Low-Rise,Unit 117,Rent,2121,Y,,
2025-06-03, East York Low-Rise ,Unit 118,Rent,2154,Y,,
2025-06-27,East York Low-Rise,Unit 110,Appliance,468.54,yes,Riverdale Appliance Repair,Fridge not cooling
2025-06-14,Parkdale Walk-Up,Unit 7,Pest Control,191.18,TRUE,Queen West Pest Control,Follow-up treatment
2025-06-06,Leslieville Fourplex,Unit 4,Pest Control,198.50,N,Queen West Pest Control,Follow-up treatment
26/06/2025,PARKDALE WALK-UP,Unit 11,Landscaping,123.25,N,Greenwood Cleaning,Lawn cut and edging
2025-06-17,Junction Six-Plex,Unit 3,Cleaning,149.56,Y,Greenwood Cleaning,Turnover clean
2025-06-28  ,Junction Six-Plex,Unit 4,Appliance,392.30,Y,Riverdale Appliance Repair,Stove element replaced
"Jun 9, 2025",Danforth Triplex,Upper,Landscaping,248.50,Y,Greenwood Cleaning,Leaf cleanup
2025-06-24,Leslieville Fourplex,Unit 3,Heating,632.91,Yes,Don Valley HVAC,Boiler pressure reset
2025-06-27,Danforth Triplex,Lower,Plumbing,417.06,Y, Beaches Plumbing Co.,Fixed running toilet
2025-06-21,Junction Six-Plex,Unit 1,Cleaning,50.56,Y,Greenwood Cleaning,Turnover clean
2025-06-30,Danforth Triplex,Upper,Pest Control,55.98,Y,Queen West Pest Control,"Mice treatment, basement"
2025-06-25,Leslieville Fourplex,Unit 2,Heating,$525.52,Y,Don Valley HVAC,Replaced furnace igniter
2025-06-28,Junction Six-Plex,Unit 2,Appliance,377.48,Yes,Riverdale Appliance Repair,Dryer belt replaced
2025-06-29,Danforth Triplex,Common area,Cooling,591.99,Yes,Don Valley HVAC,"AC not cooling, recharged"
2025/06/29,East York Low-Rise,Unit 117,Plumbing,283.70,TRUE,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-06-25,Danforth Triplex,Upper,Appliance,322.13,Y,Riverdale Appliance Repair,Dryer belt replaced
"Jun 30, 2025",Leslieville Fourplex,Unit 4,Cleaning,242.67,Yes,Greenwood Cleaning,Turnover clean
2025-06-10,Parkdale Walk-Up,Unit 6,Plumbing,340.52,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025-06-20,Junction Six-Plex,Unit 5,Pest Control,172.83,yes,Queen West Pest Control,"Mice treatment, basement"
2025-06-28,East York Low-Rise,Unit 117,Plumbing,336.80,no,Beaches Plumbing Co.,Replaced shut-off valve
2025-06-13,Junction Six-Plex,Unit 3,Cleaning,40,Y,Greenwood Cleaning  ,Common area clean
2025-06-12,East York Low-Rise,Unit 111,Electrical,305.65,Y,Leslieville Electric Ltd,Replaced GFCI outlet
19/06/2025,East York Low-Rise,Unit 101,Electrical,325.44,no,Leslieville Electric Ltd,Replaced GFCI outlet
2025-06-25,Danforth Triplex,Common area,Cooling,82.09,Y,Don Valley HVAC,"AC not cooling, recharged"
2025-06-09,Danforth Triplex,Common area,Electrical,468.92,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2025-06-14,Leslieville Fourplex,Unit 3,Plumbing,372.87,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2025/06/21,Junction Six-Plex,Common area,Cooling,271.87,Yes,Don Valley HVAC,Window unit replaced  
2025/06/07,Junction Six-Plex,Unit 2,Appliance,299.84,Y,Riverdale Appliance Repair,Dryer belt replaced
2025-06-08,Danforth Triplex,Main,Electrical,169.68,N,Leslieville Electric Ltd,Swapped hallway light fixture
2025-06-27,East York Low-Rise,Unit 102, Electrical ,344.86,yes, Leslieville Electric Ltd,Replaced GFCI outlet
17/06/2025,Danforth Triplex,Upper,Cleaning,157.50,Y,Greenwood Cleaning,Turnover clean
2025-06-17,East York Low-Rise,Unit 111,Plumbing,270.55,yes,Beaches Plumbing Co.,Fixed running toilet
08/06/2025,East York Low-Rise,Unit 110,Cleaning,119.46,N,Greenwood Cleaning,Common area clean
28/06/2025,Danforth Triplex,Lower,Appliance,159.88,N,Riverdale Appliance Repair,Stove element replaced
